1 1:0.10359446667763098 2:1.0 3:0.45813953488372094 4:0.40813953488372096 5:0.1 6:0.1 7:0.1 8:0.1 9:274.5 10:274.0 11:274.0 12:274.0 13:1388.0 14:156.85714285714286 15:156.57442645722247 16:3.4075170789712983 17:0.9430514091613186 18:27.69296009798979 19:-14.813389111865014 20:29.8964083702922 21:-60.78701903934541 22:-97.13170273045696 23:69.87259650229244
1 1:0.11300851573264666 2:1.0 3:0.5642807505211953 4:0.344683808200139 5:0.1 6:0.1 7:0.1 8:0.1 9:193.5 10:193.0 11:193.0 12:193.0 13:2208.0 14:110.57142857142857 15:96.51921665488935 16:3.36023377371692 17:0.9509420795452698 18:54.749300423612 19:-38.00334378316091 20:-90.59472854423832 21:-12.374384351284752 22:10.588541250897068 23:62.68145612532434
1 1:1.0 2:0.2991953182150695 3:0.6741770299926847 4:1.0 5:0.1 6:0.023408190224570673 7:0.08861294583883751 8:0.20010568031704096 9:226.0 10:225.5 11:225.5 12:225.5 13:12644.0 14:129.14285714285714 15:113.36468153886449 16:28.571085741712093 17:0.9611076222588597 18:779.2226013779197 19:-635.5953525226096 20:-1609.5808218646528 21:448.3150553592094 22:1578.0371691346631 23:-1513.1805861958685
1 1:0.7657305212545077 2:0.3161948376353039 3:0.5299750208159867 4:1.0 5:0.1 6:0.0011870845204178537 7:0.012535612535612535 8:0.05294396961063628 9:205.5 10:205.0 11:205.0 12:205.0 13:7684.0 14:117.42857142857143 15:106.99780657679342 16:13.222458761782349 17:0.9499803290568638 18:493.69863347105934 19:-247.48470909188376 20:36.41162221753039 21:-686.6380863684635 22:-1552.0078246713013 23:-1384.2035717647686
1 1:0.7657305212545077 2:0.5721616420782553 3:1.0 4:0.8890314304041051 5:0.1 6:0.1 7:0.03762774852895633 8:0.10978631155156394 9:439.5 10:439.0 11:439.0 12:439.0 13:3291.0 14:251.14285714285714 15:270.1610253012761 16:3.916287310768352 17:0.961679665544959 18:224.72677964575624 19:-93.23943005423708 20:-111.37198803797538 21:-188.21978080657595 22:-611.4687360279116 23:602.2343054978762
1 1:0.9855337506740757 2:1.0 3:0.7866894197952219 4:0.5119453924914675 5:0.1 6:0.1 7:0.1 8:0.1 9:319.0 10:318.5 11:318.5 12:318.5 13:1069.0 14:182.28571428571428 15:199.5628896833665 16:3.5754735962359936 17:0.9289824217335696 18:0.3183098861837907 19:-0.22817912988085354 20:-0.7145397558985276 21:0.41030946555105713 22:0.7232507677264487 23:0.3979642858931929
1 1:0.5169145901600698 2:0.4165554072096128 3:0.3691588785046729 4:1.0 5:0.1 6:0.1 7:0.1 8:0.010355029585798817 9:296.5 10:296.0 11:296.0 12:296.0 13:3525.0 14:169.42857142857142 15:165.75529049333724 16:11.951144733917388 17:0.9188219251611741 18:619.4310385136566 19:-447.0610640459 20:-135.72912239688569 21:-1046.9572686058261 22:-1794.3027903870613 23:1218.8483421370404
1 1:0.008392852180196204 2:0.9743223965763196 3:0.9914407988587732 4:1.0 5:0.1 6:0.1 7:0.1 8:0.1 9:242.0 10:241.5 11:241.5 12:241.5 13:1480.0 14:138.28571428571428 15:126.64767132901112 16:3.825371280032111 17:0.9557649461609323 18:0.0 19:0.0 20:0.0 21:0.0 22:0.0 23:0.0
1 1:0.44055659676791964 2:0.549825656083685 3:0.5846944393466691 4:0.5984584327399523 5:0.1 6:0.007622055895076564 7:0.03124356245279132 8:0.13170363249330494 9:324.0 10:323.5 11:323.5 12:323.5 13:12084.0 14:185.14285714285714 15:160.76640424757244 16:18.221761444347706 17:0.9576106970769941 18:2639.4255762359926 19:-525.231922195885 20:10618.536652187951 21:-3918.999031875784 22:11023.325169037063 23:1329.0625880370421
1 1:1.0 2:0.0015822784810126582 3:0.1 4:0.1 5:0.1 6:0.1 7:0.04176904176904177 8:1.0 9:176.0 10:175.5 11:175.5 12:175.5 13:813.0 14:100.57142857142857 15:102.90613912390143 16:0.6359655802619555 17:0.9193317199952402 18:331.0422816311423 19:-2.18497000444733 20:-619.9214229031801 21:0.3272362737587739 22:353.9454345852815 23:704.2631298581906
